codigo_do_programa;nome_do_programa;exclusao_logica_do_programa;indicador;exclusao_logica_do_indicador;unidade_de_medida;indice_de_referencia;em_apuracao?_(indice_de_referencia);data_de_apuracao;previsao_para_2022;em_apuracao?_(2022);previsao_para_2023;em_apuracao?_(2023);previsao_para_2024;em_apuracao?_(2024);previsao_para_2025;em_apuracao?_(2025);fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_do_status_em_apuracao_da(s)_previsao(es)_do(s)_indice(s);justificativa_do_status_em_apuracao_do_indice_de_referencia;data_alteracao;indicador_novo?;polaridade
58;EXPLORAÇÃO DE JOGOS LOTÉRICOS E SIMILARES;False;INDICE DE SUSTENTABILIDADE DA EXPLORAÇÃO DOS JOGOS LOTÉRICOS E SIMILARES;;Número Índice;7.01;;31/08/2021;2.81;;2.77;;2.74;;2.69;;LOTERIA DO ESTADO DE MINAS GERAIS;Anual;Estadual;VALOR ARRECADO COM A EPLORAÇÃO DE JOGOS LOTÉRICOS E SIMILARES, SOMADOS AOS RECURSOS FINACEIROS DISPONÍVEIS ATÉ O EXERCÍCIO ANTERIOR PARA LIVRE UTILIZAÇÃO, DEDUZINDO O VALOR TOTAL DESTINADO AO FUNCIONAMENTO DA LEMG, INCLUINDO PESSOAL ATIVO E INATIVO, DIVIDIDO PELO VALOR TOTAL DESTINADO AO FUNCIONAMENTO DA LEMG, INCLUINDO PESSOAL ATIVO E INATIVO.   ;;;03/11/2021 14:06:00;;MAIOR
60;FORMAÇÃO CULTURAL;False;Nº DE PESSOAS INSCRITAS/MATRICULADAS NO CEFART E ESCOLAS E CURSOS DA FAOP;;PESSOA INSCRITA/MATRICULADA;2679.00;;31/12/2020;1802.00;;1870.00;;1950.00;;2000.00;;FUNDAÇÃO CLÓVIS SALGADO - FCS E FUNDAÇÃO DE ARTE DE OURO PRETO - FAOP;Anual;Estadual;SOMATÓRIO DAS PESSOAS MATRICULADAS/INSCRITAS NOS CURSOS OFERTADOS PELO CEFART E NAS ESCOLAS E CURSOS DA FAOP.;;;03/11/2021 14:06:00;;MAIOR
61;PROTEÇÃO E SALVAGUARDA DE ACERVOS CULTURAIS;False;Nº DE BENS E ACERVOS CULTURAIS PRESERVADOS POR MEIO DE PROTEÇÃO, CONSERVAÇÃO OU RESTAURAÇÃO PELO IEPHA E PELA FAOP;;BEM/ACERVO PRESERVADO;41.00;;31/12/2020;66.00;;60.00;;65.00;;75.00;;INSTITUTO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO - IEPHA E FUNDAÇÃO DE ARTE DE OURO PRETO - FAOP;Anual;Estadual;SOMATÓRIO DOS BENS E ACERVOS PRESERVADOS POR MEIO DE PROTEÇÃO, CONSERVAÇÃO OU RESTAURAÇÃO PELO IEPHA E PELA FAOP;;;03/11/2021 14:06:00;;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS;;%;-3.90;;31/12/2020;2.33;;2.50;;2.50;;2.50;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA - IBGE E FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PERCENTUAL DA TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS MEDIDO PELA IBGE E FJP.;;;03/11/2021 14:06:00;;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;;%;9.20;;31/12/2020;9.00;;9.00;;9.00;;9.00;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;03/11/2021 14:06:00;;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;EVOLUÇÃO DO EMPREGO;;UNIDADE;25008.00;;31/12/2020;150000.00;;100000.00;;100000.00;;100000.00;;CAGED/MINISTÉRIO DO TRABALHO;Anual;Estadual;SOMA DO SALDO DE EMPREGOS FORMAIS GERADOS POR MÊS NO ANO;;;03/11/2021 14:06:00;;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;VARIAÇÃO ANUAL DAS EXPORTAÇÕES EM MINAS GERAIS;;%;4.70;;31/12/2020;6.04;;7.38;;7.38;;7.38;;COMEX VIS / MDIC;Anual;Estadual;VALOR DAS EXPORTAÇÕES DE UM ANO DIVIDO PELO VALOR DAS EXPORTAÇÕES DO ANO IMEDIATAMENTE ANTERIOR.;;;03/11/2021 14:06:00;;MAIOR
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;False;TAXA DE OCUPAÇÃO;;%;87.87;;31/12/2020;89.43;;89.50;;89.50;;89.50;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA - IBGE / PESQUISA NACIONAL POR AMOSTRA DE DOMICÍLIOS - PNAD;Anual;Estadual;PERCENTUAL DA TAXA DE OCUPAÇÃO MEDIDO PELO PNAD/IBGE;;;03/11/2021 14:06:00;;MAIOR
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;False;EVOLUÇÃO DOS EMPREGOS GERADOS PELAS MICRO E PEQUENAS EMPRESAS (MPE) EM MINAS GERAIS;;UNIDADE;64854.00;;31/12/2018;36814.00;;44722.00;;49453.00;;50000.00;;SEBRAE;Anual;Estadual;SOMA DO SALDO DE EMPREGOS FORMAIS GERADOS NAS MPES POR MÊS NO ANO, A PARTIR DOS DADOS DO CAGED.;;;03/11/2021 14:06:00;;MAIOR
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;;%;9.20;;31/12/2020;9.00;;9.00;;9.00;;9.00;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;03/11/2021 14:06:00;;MAIOR
65;APRIMORAMENTO DA POLÍTICA ESTADUAL DE ASSISTÊNCIA SOCIAL;False;ID SUAS MG - INDICE DE DESENVOLVIMENTO DO SUAS EM MINAS GERAIS;;Nota;0.61;;22/07/2021;0.65;;0.67;;0.70;;0.72;;ELABORAÇÃO PRÓPRIA COM BASE NO CENSO SUAS  MINISTÉRIO DA CIDADANIA.;Anual;Municipal;PARA MUNICÍPIOS QUE POSSUEM CREAS: {(ID CRAS MÉDIO MUNICIPAL/5) + (ID CREAS MÉDIO MUNICIPAL/5) + (ID CONSELHO/5) + (VARIÁVEIS DE GESTÃO/4)}/4 PARA MUNICÍPIOS QUE NÃO POSSUEM CREAS: {(ID CRAS MÉDIO MUNICIPAL/5) + (ID CONSELHO/5) + (VARIÁVEIS DE GESTÃO /4)}/3 PARA O CÁLCULO DO ÍNDICE DE DESENVOLVIMENTO DO SUAS EM MINAS GERAIS: O VALOR SERÁ OBTIDO PELA MÉDIA DOS VALORES ALCANÇADOS PELOS MUNICÍPIOS MINEIROS NOS SEGUINTES ATRIBUTOS: ID CRAS, ID CREAS, ID CONSELHO E VARIÁVEIS DE GESTÃO.;;;03/11/2021 14:06:00;;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS;;%;-3.90;;31/12/2020;2.33;;2.50;;2.50;;2.50;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA - IBGE E FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PERCENTUAL DA TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS MEDIDO PELA IBGE E FJP.;;;03/11/2021 14:06:00;;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;;%;9.20;;31/12/2020;9.00;;9.00;;9.00;;9.00;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;03/11/2021 14:06:00;;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;EVOLUÇÃO DO EMPREGO;;UNIDADE;25008.00;;31/12/2020;150000.00;;100000.00;;100000.00;;100000.00;;CAGED/MINISTÉRIO DO TRABALHO;Anual;Estadual;SOMA DO SALDO DE EMPREGOS FORMAIS GERADOS POR MÊS NO ANO;;;03/11/2021 14:06:00;;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;TAXA DE OCUPAÇÃO;;%;87.87;;31/12/2020;89.43;;89.50;;89.50;;89.50;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA - IBGE / PESQUISA NACIONAL POR AMOSTRA DE DOMICÍLIOS - PNAD;Anual;Estadual;PERCENTUAL DA TAXA DE OCUPAÇÃO MEDIDO PELO PNAD/IBGE;;;03/11/2021 14:06:00;;MAIOR
68;#ACELERAMINAS - DESENVOLVIMENTO DE POLÍTICAS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO;False;TOTAL DE PEDIDOS DE PATENTES DEPOSITADOS POR MINAS GERAIS;;UNIDADE;897.00;;31/12/2020;940.00;;960.00;;980.00;;1000.00;;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL  INPI - HTTP://WWW.INPI.GOV.BR/SOBRE/ESTATISTICAS;Anual;Estadual;PATENTES DE INVENÇÃO (PI) + MODELO DE UTILIDADE (MU) + CERTIFICADO DE ADIÇÃO (CA);;;03/11/2021 14:06:00;;MAIOR
68;#ACELERAMINAS - DESENVOLVIMENTO DE POLÍTICAS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO;False;TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS;;%;-3.90;;31/12/2020;2.33;;2.50;;2.50;;2.50;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA - IBGE E FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PERCENTUAL DA TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS MEDIDO PELA IBGE E FJP.;;;03/11/2021 14:06:00;;MAIOR
68;#ACELERAMINAS - DESENVOLVIMENTO DE POLÍTICAS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;;%;9.20;;31/12/2020;9.00;;9.00;;9.00;;9.00;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;03/11/2021 14:06:00;;MAIOR
69;GESTÃO DA ESTRATÉGIA, PLANEJAMENTO E ORÇAMENTO GOVERNAMENTAL;False;ÍNDICE DE AVALIAÇÃO DO PLANEJAMENTO MINEIRO  IAPM;;Porcentagem;43.44;;30/06/2021;43.87;;44.31;;44.76;;45.20;;DIRETORIA CENTRAL DE PLANEJAMENTO, PROGRAMAÇÃO E NORMAS - DCPPN;Anual;Estadual;O ÍNDICE É APURADO A PARTIR DE DUAS ETAPAS. A PRIMEIRA ETAPA CONSISTE NO CÁLCULO DAS TAXAS DE EXECUÇÃO FÍSICO-FINANCEIRA E DO IEEO  ÍNDICE DE EQUILÍBRIO DA EXECUÇÃO ORÇAMENTÁRIA DE CADA AÇÃO, SEGUNDO AS SEGUINTES FÓRMULAS:EFIN(A) = EXECUÇÃO FINANCEIRA(A)/DOTAÇÃO FINANCEIRA(A)EFIS(A) = EXECUÇÃO FÍSICA(A)/META FÍSICA INICIAL(A)IEEO(A) = EFIS(A)/EFIN(A)ONDE (A) CORRESPONDE A CADA AÇÃO.  O PRÓXIMO PASSO CONSISTE NA APURAÇÃO DA PROPORÇÃO DE AÇÕES QUE TIVERAM DESEMPENHO ORÇAMENTÁRIO SATISFATÓRIO, OU SEJA, O NÚMERO DE AÇÕES QUE TIVERAM O CÁLCULO DA EFIN (TAXA DE EXECUÇÃO FINANCEIRA) E EFIS (TAXA DE EXECUÇÃO FÍSICA) ENTRE 70% E 130%, E IEEO ENTRE 0,7 E 1,3, DIVIDIDO PELO NÚMERO TOTAL DE AÇÕES. ASSIM, O IAPM É CALCULADO A PARTIR DE UMA MÉDIA SIMPLES, DAS TRÊS FREQUÊNCIAS ENCONTRADAS, E MULTIPLICADO POR 100.;;;03/11/2021 14:06:00;;MAIOR
71;DESENVOLVIMENTO DA INFRAESTRUTURA ESTADUAL, MUNICIPAL E REGIONAL;False;ÍNDICE ACUMULADO DE MUNICÍPIOS MINEIROS ATENDIDOS PELAS AÇÕES DE DESENVOLVIMENTO DA INFRAESTRUTURA;;%;20.00;;31/12/2020;40.00;;50.00;;50.00;;50.00;;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE - SEINFRA;Anual;Estadual;(SOMATÓRIO DO Nº DE DIFERENTES MUNICÍPIOS ATENDIDOS EM 2020, 2021, 2022 E 2023 / 853) * 100%;;;03/11/2021 14:06:00;;MAIOR
72;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;False;TAXA DE EXPANSÃO DO SISTEMA DE DISTRIBUIÇÃO;;%;6.70;;18/01/2021;7.92;;4.42;;3.94;;4.90;;SUPERINTENDÊNCIA DE GESTÃO DE ATIVOS DA DISTRIBUIÇÃO;Anual;Estadual;[(POTÊNCIA ATUAL DE TRANSFORMAÇÃO INSTALADA (MVA) DO SISTEMA DE DISTRIBUIÇÃO - POTÊNCIA DE TRANSFORMAÇÃO INSTALADA (MVA) ANTERIOR) / (POTÊNCIA DE TRANSFORMAÇÃO INSTALADA (MVA) ANTERIOR)]*100.;;;03/11/2021 14:06:00;;MAIOR
73;MOBILIDADE EM MINAS GERAIS;False;GRAU DE ACESSIBILIDADE DA FROTA DO TRANSPORTE METROPOLITANO;;%;78.00;;31/12/2018;80.00;;80.00;;80.00;;80.00;;SISTEMA DE GERENCIAMENTO DO TRANSPORTE INTERMUNICIPAL E METROPOLITANO (SGTM E SGTI);Anual;Estadual;NÚMERO DE VEÍCULOS COM ELEVADOR DIVIDIDO PELA FROTA TOTAL CADASTRADA NO SGTM (SISTEMA DE GERENCIAMENTO DO TRANSPORTE METROPOLITANO);;;03/11/2021 14:06:00;;MAIOR
73;MOBILIDADE EM MINAS GERAIS;False;ÍNDICE DE COBERTURA DO TRANSPORTE INTERMUNICIPAL;;%;98.60;;31/12/2018;99.00;;99.00;;99.00;;99.00;;IBGE E SISTEMA DE GESTÃO DO TRANSPORTE INTERMUNICIPAL - SGTI, GERENCIADO PELA SUPERINTENDÊNCIA DE TRANSPORTE INTERMUNICIPAL E METROPOLITANO/SEINFRA.;Anual;Estadual;SOMA DA POPULAÇÃO DOS MUNICÍPIOS CONTEMPLADOS POR ALGUM SERVIÇO DE TRANSPORTE COLETIVO INTERMUNICIPAL DIVIDIDO PELA POPULAÇÃO DO ESTADO DE MINAS GERAIS.;;;03/11/2021 14:06:00;;MAIOR
73;MOBILIDADE EM MINAS GERAIS;False;ÍNDICE DE COBERTURA DO TRANSPORTE METROPOLITANO;;%;91.18;;31/12/2018;93.00;;93.00;;93.00;;;;SUPERINTENDÊNCIA DE TRANSPORTE INTERMUNICIPAL E METROPOLITANO/SEINFRA.;Anual;Estadual;PERCENTUAL DA POPULAÇÃO URBANA ATENDIDA EM ATÉ 500M DE ALGUMA ROTA DE ÔNIBUS DO SISTEMA METROPOLITANO, EXCLUINDO-SE BELO HORIZONTE.CALCULA-SE A POPULAÇÃO ATENDIDA POR MEIO DA PROPORÇÃO DIRETA DA ÁREA DE INFLUÊNCIA DAS ROTAS DE ÔNIBUS (RAIO DE 500M), COM A ÁREA COBERTA EM CADA SETOR CENSITÁRIO POPULACIONAL.;;;01/09/2021 15:17:00;;MAIOR
75;MELHORIA DOS SERVIÇOS COMPARTILHADOS;False;DEMANDAS DE LOGÍSTICA CORPORTATIVA ATENDIDAS;;%;88.28;;30/06/2020;92.00;;94.00;;95.00;;95.00;;CENTRO DE SERVIÇOS COMPARTILHADOS;Anual;Estadual;MÉDIA ENTRE FAIXAS DE ATENDIMENTO DOS PROCESSOS DE LOGÍSTICA CORPORATIVA. AS FAIXAS SÃO DEFINIDAS A PARTIR DO CÁLCULO DA RAZÃO ENTRE O QUANTITATIVO REALIZADO E O ESTIMADO PARA O RESPECTIVO PROCESSO. VALORES INFERIORES OU IGUAIS A 50% CORRESPONDEM À FAIXA 0%. PARA VALORES SUPERIORES A 50% A FAIXA CORRESPONDE À DEZENA SEGUINTE DE SEU VALOR. AINDA QUE O QUANTITATIVO REALIZADO SEJA SUPERIOR AO ESTIMADO SERÁ CONSIDERADO COMO VALOR MÁXIMO 100%.;;;03/11/2021 14:06:00;;MAIOR
77;APRIMORAMENTO DA GESTÃO PÚBLICA POR MEIO DE ENSINO DE EXCELÊNCIA;False;ÍNDICE DE INOVAÇÃO NO SETOR PÚBLICO, FORMAÇÃO, CAPACITAÇÃO E QUALIFICAÇÃO DE PESSOAS EM ADMINISTRAÇÃO PÚBLICA;;número absoluto;1904.00;;31/12/2020;2265.00;;2265.00;;2265.00;;2265.00;;FUNDAÇÃO JOÃO PINHEIRO;Anual;Estadual;(META FÍSICA ESTIMADA PARA O ANO/100) * 80;;;03/11/2021 14:06:00;;MAIOR
81;INFRAESTRUTURA RODOVIÁRIA;False;PERCENTUAL DA MALHA RODOVIÁRIA DE MINAS GERAIS EM CONDIÇÕES BOAS OU REGULARES DE PAVIMENTO;;%;87.28;;30/04/2017;80.00;;88.22;;88.22;;88.22;;RELATÓRIO DA CONDIÇÃO DA MALHA ELABORADO SEMESTRALMENTE PELOS COORDENADORES REGIONAIS COM AUXÍLIO DA;Anual;Estadual;RODOVIA BOM/ÓTIMO = ((KM RODOVIA BOM + KM RODOVIA ÓTIMO) / KM RODOVIA AVALIADA) X 100, SENDO:KM RODOVIA BOM = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM BOA CONDIÇÃO DO PAVIMENTO,KM RODOVIA ÓTIMO = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM ÓTIMA CONDIÇÃO DO PAVIMENTO,KM RODOVIA AVALIADA = QUILOMETRAGEM DE MALHA RODOVIÁRIA AVALIADA NO ESTADO;;;03/11/2021 14:06:00;;MAIOR
82;OPERAÇÃO E SEGURANÇA VIÁRIA;False;PERCENTUAL DA MALHA RODOVIÁRIA DE MINAS GERAIS EM ÓTIMAS OU BOAS CONDIÇÕES DE PAVIMENTO;;%;87.28;;30/04/2017;88.22;;88.22;;88.22;;88.22;;RELATÓRIO DA CONDIÇÃO DA MALHA ELABORADO SEMESTRALMENTE PELOS COORDENADORES REGIONAIS COM AUXÍLIO DA;Anual;Estadual;RODOVIA BOM/ÓTIMO = ((KM RODOVIA BOM + KM RODOVIA ÓTIMO) / KM RODOVIA AVALIADA) X 100, SENDO:KM RODOVIA BOM = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM BOA CONDIÇÃO DO PAVIMENTO,KM RODOVIA ÓTIMO = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM ÓTIMA CONDIÇÃO DO PAVIMENTO,KM RODOVIA AVALIADA = QUILOMETRAGEM DE MALHA RODOVIÁRIA AVALIADA NO ESTADO.;;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTENCIA TÉCNICA E EXTENSÃO RURAL EM BOVINOCULTURA;;ATENDIMENTO;10.50;;31/07/2019;16.00;;16.00;;16.00;;16.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL  EM CAFEICULTURA;;ATENDIMENTO;8.00;;31/07/2019;11.00;;11.00;;11.00;;11.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM COMERCIALIZAÇÃO E GESTÃO;;ATENDIMENTO;14.50;;31/07/2019;21.00;;21.00;;21.00;;21.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM CRIAÇÕES (EXCETO BOVINOS);;ATENDIMENTO;8.00;;31/07/2019;12.00;;12.00;;12.00;;12.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM CULTURAS (EXCETO CAFÉ);;ATENDIMENTO;10.50;;31/07/2019;14.00;;14.00;;14.00;;14.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM HORTALIÇAS E FRUTAS;;ATENDIMENTO;10.00;;31/07/2019;20.00;;20.00;;20.00;;20.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM INCLUSÃO PRODUTIVA;;ATENDIMENTO;21.50;;31/07/2019;34.00;;34.00;;34.00;;34.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM MEIO AMBIENTE E AGRICULTURA SUSTENTÁVEL;;ATENDIMENTO;17.00;;31/07/2019;22.00;;22.00;;22.00;;22.00;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;03/11/2021 14:06:00;;MAIOR
91;GESTÃO E DESENVOLVIMENTO SUSTENTÁVEL DE RECURSOS HÍDRICOS;False;DENSIDADE DE ESTAÇÕES DE MONITORAMENTO DA QUALIDADE DA ÁGUA E MEDIÇÃO DE VAZÃO SIMULTÂNEA NO TERRITÓRIO DE MINAS GERAIS;;estação - 1.000 km2;0.39;;10/08/2020;0.50;;0.51;;0.52;;0.53;;INSTITUTO MINEIRO DE GESTÃO DAS ÁGUAS;Anual;Estadual;(Nº DE ESTAÇÕES DE MONITORAMENTO DA QUALIDADE DA ÁGUA COM MEDIÇÃO SIMULTÂNEA DE VAZÃO) / [(ÁREA DO ESTADO DE MINAS GERAIS)/(1.000)];;;03/11/2021 14:06:00;;MAIOR
92;TRANSMISSÃO DE ENERGIA ELÉTRICA;False;TAXA DE EXPANSÃO DO SISTEMA DE TRANSMISSÃO;;%;1.89;;15/01/2021;3.38;;1.21;;1.02;;1.00;;REFORÇOS E MELHORIAS TRANSMISSÃO EO/RM;Anual;Estadual;[(POTÊNCIA ATUAL DE TRANSFORMAÇÃO INSTALADA (MVA) - POTÊNCIA TRANSFORMAÇÃO INSTALADA (MVA) ANO ANTERIOR)/ (POTÊNCIA TRANSFORMAÇÃO INSTALADA (MVA) ANO ANTERIOR)]*100;;;03/11/2021 14:06:00;;MAIOR
93;INSTRUMENTOS DA POLÍTICA ESTADUAL DE RECURSOS HÍDRICOS;False;ABRANGÊNCIA DA IMPLEMENTAÇÃO DOS INSTRUMENTOS DA POLÍTICA ESTADUAL DE RECURSOS HÍDRICOS;;%;45.10;;18/12/2020;54.00;;74.00;;74.00;;100.00;;INSTITUTO MINEIRO DE GESTÃO DAS ÁGUAS;Anual;Estadual;(SOMA DE INSTRUMENTOS IMPLEMENTADOS + SOMA DE ENTES DO SISTEMA DE GERENCIAMENTO INSTITUIDOS)/144;;;03/11/2021 14:06:00;;MAIOR
93;INSTRUMENTOS DA POLÍTICA ESTADUAL DE RECURSOS HÍDRICOS;False;REDUÇÃO DO PASSIVO DE PROCESSOS DE OUTORGA;;Percentual;100.00;;31/12/2018;100.00;;100.00;;100.00;;100.00;;DIRETORIA DE PLANEJAMENTO E REGULAÇÃO - DPLR;Anual;Estadual;(N° DE PROCESSOS FINALIZADOS - Nº DE ENTRADA DE PROCESSOS)/(PASSIVO TOTAL) X100;;;03/11/2021 14:06:00;;MAIOR
94;GERAÇÃO DE ENERGIA ELÉTRICA;False;TAXA DE CRESCIMENTO ANUAL DA CAPACIDADE INSTALADA DE GERAÇÃO DE ENERGIA ELÉTRICA;;%;0.00;;01/01/2021;-4.94;;0.00;;0.00;;0.00;;GERÊNCIA DE PLANEJAMENTO ENERGÉTICO (EO/PE);Anual;Estadual;[(CAPACIDADE INSTALADA DE GERAÇÃO DE ENERGIA ELÉTRICA ATUAL - CAPACIDADE INSTALADA DO ANO ANTERIOR) / (CAPACIDADE INSTALADA DO ANO ANTERIOR)]*100;;;03/11/2021 14:06:00;;MAIOR
